id,screenName,userId,text,location,multi-team,sentiment
2533,Schatzilein8,126742095,GOOOOOOOOAAAAAAAAAALLLLLLLL Croatia !!!!!! Fuck YES!!!! #WorldCup .... awwww life is beautiful!!!! #RUSCRO,"Texas, USA",FALSE,pos
2534,RachaelMcKriger,1566948030,"Fedor Smolov, we’re ready for that goal now.

#RUS #WorldCup","Butler, PA",FALSE,nan
2535,lindsfrances,80463811,This bar is tolling the two people here for Russia basically #worldcup,"Manhattan, NY",FALSE,nan
2536,BarinM,274212554,"2-1 #Croatia, that was beautiful ????????","New York, USA",FALSE,pos
2537,DaedalusChaos,257240580,Hooow did that header get past so many to score?? #WorldCup #RUSCRO,"Dallas, TX",FALSE,nan
2538,dsantat,13433612,Oof. Tough break for Akinfeev. Lots of traffic screened that goal. #worldcup,"Alhambra, CA",FALSE,nan
2539,MSP_Legend,65675993,Thank you Croatia for sponsoring my weekend! #WorldCup  #Sportsbetting,"Las Vegas, NV",FALSE,nan
2540,jfb880,2927725412,Lets go Croatia! Fuck Russia!! #WorldCup #RUSCRO,"Palm Beach Gardens, FL",FALSE,pos
2541,alexlancedorf,586643101,U kno what its fine i dont even LIKE soccer anyway ??? #RUSCRO #WorldCup https://t.co/0Sq2QTn8Hn,"Columbus, OH",FALSE,nan
2542,AndrewACCarter,534745687,"#CRO!!!! Wow!!!!
Not over yet, though.
#RUSCRO #WorldCup","Marion, OH",FALSE,nan
2543,AtotheJO,23127941,TFW Croatia ?? scores in overtime #worldcup @ Hudson Hall https://t.co/okM2hB2xos,"Jersey City, NJ",FALSE,nan
2544,mpslater,16282330,Breaking News: @PutinRF_Eng tomhave entire Russian team poisoned immediately after game. Way to go Cro! #Croatia… https://t.co/ShLdx0paVZ,"Westfield, NJ",FALSE,nan
2545,ScottSmith02,16818515,Luka Modric is the energizer bunny!!! Well done!  #croatia #WorldCup2018,"Holly Hill, FL",FALSE,pos
2546,DeucejulCE,29043000,Russia is about to take this EL #WorldCup,"Lakeland, FL",FALSE,nan
2547,_Babe_Ruthless_,198033084,Croatia just did that! #WorldCup,"Stockton, CA",FALSE,pos
2548,RachaelMcKriger,1566948030,"GOAL — #CRO

Igor Akinfeev wasn’t sure what we wanted to do, but Croatia has a big-time goal scored by Vedran Corlu… https://t.co/UPthfckEQj","Butler, PA",FALSE,nan
2549,Nicholas3001,21825342,#Croatia leads 2-1 after the set piece in extra time. #Russia has work to do. #WorldCup,"Weirton, WV",FALSE,nan
2550,andycinek,12723102,Gooooooooal! #RussiaVsCroatia #WorldCup,"Boston, MA",FALSE,nan
2551,jgmundie,16228505,Croatia! 2-1 over Russia in extra time #worldCup #RUSCRO,"Philadelphia, PA",FALSE,pos
2552,kmcorder,40564434,"HYPE.
#WorldCup","Houston, TX",FALSE,nan
2553,EZembeck,503933572,Thank god #Croatia . Can’t stand the thought of Russia in this tourney any further.,"Newburyport, MA",FALSE,pos
2554,matt_barbour,221437284,"Good header, but did the keeper lose track of the ball or something? Weird that he didn’t even dive. #WorldCup","Texas, USA",FALSE,nan
2555,analydiamonaco,14861579,Thank you Jesus!!!! #croatia #RUSCRO https://t.co/zLaM4EVKeP,"Los Angeles, CA",FALSE,pos
2556,gerby209,40379695,#CRO ? #WORLDCUP https://t.co/wkdimFqZSj,"Los Angeles, CA",FALSE,pos
2557,jamespchuck,232058210,Goal!!!!! #croatia,"Chicago, IL",FALSE,pos
2558,thopga,236510568,Didn’t get a chance to post earlier but FANTASTIC job England ???????!!!! ???? #ENGvSWE #SWEvsENG #WorldCup? ?… https://t.co/kZ45Xbuxfm,"Georgia, USA",FALSE,pos
2559,MorganDurrant,15237997,Whoa #CRO!!! #WorldCup https://t.co/09CeuvL7z1,"Atlanta, GA",FALSE,pos
2560,AdamAlfi,126720611,"Sometimes the ball bounces your way ?????

#Cro #RUSCRO #WorldCup","Irvington, NY",FALSE,nan
2561,suarez1116,491437484,Croatia’s prime minister/president is kind of attractive. #RUSCRO #WorldCup,"Tamiami, FL",FALSE,nan
2562,mgreekgypsy,32834601,"OHTHANKYOUSWEETBABYJEZUS! Now stay strong, #CRO &amp; don't give up any equalizers! #RUSCRO #WorldCup #BeatRussia","Renton, WA",FALSE,pos
2563,cfosterworld,41877671,Gulag time  for that defender and keeper #CRO #RUS #WorldCup,"Cerritos, CA",FALSE,nan
2564,Greg_Bleier,890078126,Croatia; breaking Russian hearts since 2018.#WorldCup #CRO,"San Francisco, CA",FALSE,nan
2565,AdamRadman,15525938,GGGOOOOAAALLLL! Vida! Vida! Vida! ???? #worldcup #fb,"New York, USA",FALSE,nan
2566,Walsh_PT,167454815,What an unreal goal by #CRO #WorldCup,"Terre Haute, IN",FALSE,nan
2567,gmnavarra,65460268,Nice score Croatia! #worldcup,"Tallahassee, FL",FALSE,pos
2568,Jlehnerer88,372109732,God damnit... really wanted to see PK's.... #WorldCup #RusVsCro,"Woodridge, IL",FALSE,nan
2569,NRica40Photo,466035041,Whoaaaaa Croatia!!!! #WorldCup,"Cerritos, CA",FALSE,pos
2570,JoshAllenberg,39840787,"Wow, what a hell of a goal #croatia","Ross Township, PA",FALSE,pos
2571,benjaminhk01,3389914540,"YES! #CRO with the lead! It’s a bit of a gift off the set piece from #RUS, but I will take it! #RUSCRO #WorldCup","South San Francisco, CA",FALSE,nan
2572,pradiggitydog,230683506,"¡GOOOOOOOOOOL! ¡DE #CRO! WOW, THAT BALL WENT PAST EVERYONE AND IT GOES IN THE NET!!!!! IT’S A HUGE GOAL FOR CROATIA… https://t.co/i5chXaXmOY","Nevada, USA",FALSE,nan
2573,aarree,19609851,BUMMER for the home team..... ?? #worldcup #RUSvsCRO,"Rancho Santa Margarita, CA",FALSE,nan
2574,Douglasislam,855064004,What a time to be alive..#worldcup,"Orange, NJ",FALSE,nan
2575,brianpoliakoff,59517188,Wow #WorldCup #CRO,"Manhattan, NY",FALSE,nan
2576,Will808Hagan,762080048,That touch was flawless #Croatia,"Haddon Heights, NJ",FALSE,nan
2577,annafinger23,68053645,Croatia ?? #WorldCup,"Elm Grove, WI",FALSE,nan
2578,Josh_Gabriel,56500176,#CRO... #WorldCup https://t.co/dawEkanPGE,"Jersey City, NJ",FALSE,nan
2579,bcb85,28290972,Of of the things about #AX2018 this year is that we can wait out the initial lines by watching the #WorldCup at the hotel. #RUSCRO,"Los Angeles, CA",FALSE,nan
2580,Marcial_Diana,38692962,"GOAL: Russia 1 - 2 Croatia. VIDA!!!!!!!!!!!!!

#WorldCup? ? #RUS? ? #CRO? ? #RUSCRO","San Antonio, TX",FALSE,nan
2581,bibliophiELLE,169553437,?????????? one step closer! #RUSCRO #WorldCup,"Churchville, PA",FALSE,nan
2582,gcalfrobe,413583819,#Croatia just scored the go ahead goal on #Russia. @realDonaldTrump is kicking a immigrant child in disgust. #WorldCup,"New York, USA",FALSE,nan
2583,coze1challenge1,4069702503,"GOOOOOAAAAALLLLL!!!!!!!!!!!!
#CRO #CRO #CRO 
The wait has been long and agonizing, finally the #RUS kicked out the… https://t.co/N628wart2e","Bronx, NY",FALSE,nan
2584,WritingDavid,2791124550,"#Croatia with the lead! #Russia watches the go-ahead goal go in, and it’s 2-1 102’. #WorldCup #RUSCRO","Oak Park, IL",FALSE,pos
2585,nadi_g20,140681756,CROATIA ??!! #WorldCup,"Arizona, USA",FALSE,pos
2586,JochaDay,181805808,Wow!!! Vida with the go-ahead header goal in extra time. #RUSCRO #WorldCup,"Palmdale, CA",FALSE,nan
2587,NicholasPoblete,1965948583,"Vida with the dagger! The host nation is up against the ropes. 
#Rus 1-2 #Cro 
#WorldCup","Fountainebleau, FL",FALSE,nan
2588,priceisright53,241150874,GOAL!!!!! ?? #CRO #WorldCup,"Morgantown, WV",FALSE,pos
2589,RealJoshPacheco,389153189,"#CRO scores to take the lead 2-1 in the 100th minute!!! 

#WorldCup","Upland, CA",FALSE,pos
2590,KCBundesliga,2795915756,"#Hrvatska #cro !!!!!!!!!!!!!!!!!!!!!! #RUSCRO #WorldCup 
.... never thought I would send a tweet like that.","Kansas City, MO",FALSE,pos
2591,thegreatgoose92,8.47E+17,All Russia is doing is waiting for penalty kicks smh ????? #WorldCup2018  #WorldCup,"Chowchilla, CA",FALSE,nan
2592,shanCardigan,32943920,CROATIA GAGGED RUSSIA #WorldCup,"Manhattan, NY",FALSE,nan
2593,zachprobst,18724633,Croatia!!! #WorldCup,"Travelers Rest, SC",FALSE,pos
2594,friarpuck,19919551,Croatia!!!! #RUSCRO #WorldCup,"Fullerton, CA",FALSE,pos
2595,mkaalong,131405792,Hey #Russia where is your back post defender?? #worldcup,"Lee's Summit, MO",FALSE,nan
2596,CK_DKLegends,425000890,Damn Tough goal for #croatia in the 100’ min!! #Russian fans are sick @FIFAWorldCup,"Nipomo, CA",FALSE,nan
2597,jennyjenjen,8217552,CROATIA!! Still bummed about #swe but happy to see #cro move ahead of #rus! #WorldCup #worldcup18 #rusvscro,"San Diego, CA",FALSE,pos
2598,ericjdesigns,282816339,"Holy Cow, Croatia. | #WorldCup","Germantown, MD",FALSE,nan
2599,janafisher47,224404892,Yes! #Croatia! #WorldCupRussia2018,"Phoenix, AZ",FALSE,pos
2600,RobHaselrig1992,1505149646,HOW?! #WorldCup,"South Carolina, USA",FALSE,nan
2601,LouisTeeter15,614367531,The Head Again! #CRO #WorldCup,"Sterling Heights, MI",FALSE,nan
2602,JDrumUK,35818668,Checkerboards. Sharpie. #WorldCup ??,"Kentucky, USA",FALSE,nan
2603,DDivenere,2941334513,"If I was ripped like these soccer players, I’d rip my shirt off every chance I had too!  #WorldCup #RUSCRO","Huntley, IL",FALSE,nan
2604,tracedominguez,67910628,Omg that goal was slowewwwwwwwww moving. Like a knife through a shield. #worldcup https://t.co/V0vuWdtBsl,"San Francisco, CA",FALSE,nan
2605,RayBan1988,191863794,#RUSCRO 100 minute goal for #Croatia ??,"Newark, CA",FALSE,nan
2606,Traffanstedtd,53910593,I love you #Croatia,"Odessa, TX",FALSE,pos
2607,JesRey7,19623646,Damn.... no chance to block that one #WorldCup #Croatia,"Lemon Grove, CA",FALSE,nan
2608,JoshFilomeno,131321700,YES. #CRO #WorldCup,"Rockford, IL",FALSE,pos
2609,realwhytedudeFC,637298741,#WorldCup #RUSCRO,"Moorestown, NJ",FALSE,nan
2610,blancalettyp,178894712,GOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLL #Croatia 2-1 #RUSIA ??,"Miami, FL",FALSE,pos
2611,WhatADumbName,63824443,Holy shit GOAL #Croatia .... well done!,"Winston-Salem, NC",FALSE,pos
2612,ColinEtnire,96858826,There is literally no way this is accurate. I have a distinct memory of Charlie playing in that fabled Croatia ‘98… https://t.co/a9BvbGSru5,"Washington, DC",FALSE,nan
2613,Chris_Fetters,178182219,...and FIFA rejoices. #worldcup,"Seattle, WA",FALSE,nan
2614,derrickSLC,14263302,"Croatia ?? takes the lead!  2-1, 100’ #WorldCup","Salt Lake City, UT",FALSE,pos
2615,KevLSmittie,46543235,Woooooooo CROATIA!! #WorldCup,"Cortland, NY",FALSE,pos
2616,Kilrah01,314357721,Unreal!!  Croatia takes the lead in the 100th min.!!!  #WorldCup,"Meadowdale, WA",FALSE,nan
2617,chetanrakieten,79167939,#Croatia ?? playing with 10 men takes the lead! #worldcup,"Sharon, MA",FALSE,nan
2618,MichaelCBackus,596590423,Wow. What a goal. #WorldCup #Croatia,"New York, USA",FALSE,nan
2619,xAndy3x,47548331,WOW!! #CRO #Croatia #WorldCup,"Tacoma, WA",FALSE,pos
2620,Kallie_Serrano,40053203,Croatia!!! Yes!!!!!!!!!!! Goooaaalll! #worldcup #Croatia,"Indianapolis, IN",FALSE,pos
2621,JustDanielCasey,164778200,Fuck Russia! #worldcup,"Plymouth, MN",FALSE,nan
2622,Chase_Glorfield,805271258,"Vida has not been very good today, but that goal was obviously huge. #WorldCup","Twin Falls, ID",FALSE,nan
2623,PEAJAEwascher,72643170,Not the prettiest way to take the lead. #WorldCup,"West Bloomfield Township, MI",FALSE,nan
2624,Ben_Burke10,2431420958,Go #Croatia,"Oklahoma, USA",FALSE,pos
2625,EmmaSchmeidler,31127216,..... ? #WorldCup,"Georgia, USA",FALSE,nan
2626,tehzeebadven,131740144,YES!!!! #CROATIA,"North Decatur, GA",FALSE,pos
2627,wilfriedboh,342009168,damn russia ?? looks like it's bye bye for you #worldcup,"Lanham, MD",FALSE,nan
2628,EMcCauley55,64297344,Well fuck me sideways with a lawn chair...m #worldcup,"Barberton, OH",FALSE,nan
2629,realnickweaver,61220313,#Cro!!! Takes the lease 2-1 in extra time. #worldcup,"South Hill, WA",FALSE,pos
2630,AlexDonno,35813696,Goooooooooooooool #CRO #WorldCup,"Three Lakes, FL",FALSE,nan
2631,melodymuses,15919864,Yassss #CRO! #WorldCup,"Washington, DC",FALSE,pos
2632,RachaelMcKriger,1566948030,"I hate to admit it, but that’s a good call for a no foul for Fedor Smolov.

#RUS #CRO #WorldCup","Butler, PA",FALSE,nan
2633,FrayedBlueJeans,1139997614,"Yessssssss. #CRO 

#RUSCRO #WorldCup","East Lansing, MI",FALSE,nan
2634,jtackeff,37052188,Wooooooooooooo #Croatia,"Rye, NH",FALSE,pos
2635,AaronKettlehake,263413719,My new favorite game: will this ref be murdered by Putin for not making that call in the box? (It wasn’t a foul) #WorldCup,"Columbus, OH",FALSE,nan
2636,iMarcusWhite,172929437,Omg #Croatia ?,"Chesapeake, VA",FALSE,nan
2637,Chase_Glorfield,805271258,Went down too easy. Great chance for Russia though. #WorldCup,"Twin Falls, ID",FALSE,nan
2638,larrytapowski,14861213,Mmmm beer. #RCTID #croatia @chillnfill - Drinking a Dat Juice by @twinsailsbeer at @chillnfill  — https://t.co/M61DGEeV4W,"Portland, OR",FALSE,nan
2639,HITS973,2294692417,"We’re having a blast at @CasinoDaniaB . What an energetic game that’s still unfolding, it’s Extra Time now! Shoutou… https://t.co/Sv9AjeMi3P","Dania Beach, FL",FALSE,nan
2640,rturner17,23504157,Announcements at soccer stadiums always sound like they're being made by Jabba the Hutt. #FIFAWORLDCUP,"St Louis, MO",FALSE,nan
2641,jamespowell363,20033461,Corluka ? #COYS #thfc #worldcup #cro,"Aliso Viejo, CA",FALSE,nan
2642,__MeganJohnston,20526676,"Either way, I don’t think England is super worried right now. #RUSCRO #WorldCup","Rancho Cucamonga, CA",FALSE,nan
2643,ebetha,47048525,England has to love this match going into extra time and watching players from both teams going down all over. #WorldCup,"Seattle, WA",FALSE,nan
2644,Shrupti,60885990,It’s coming home! #england,"Washington, DC",FALSE,pos
2645,gailie,9644292,"Extra time! #WorldCup (@ Rockefeller Center - @rockcenternyc in New York, NY w/ @ninja_naj) https://t.co/WEuFpfGHeG","Manhattan, NY",FALSE,nan
2646,njdavoli,43975915,#Croatia,"Los Angeles, CA",FALSE,nan
2647,DavidVeselenak,62100520,Deep thoughts with Michigan's highest-paid public employee. #WorldCup https://t.co/q07wOTx9v4,"Livonia, MI",FALSE,nan
2648,angelm_28,310659013,@JohnnyJet @leolaporte I would but the game is on #worldcup,"La Mesa, CA",FALSE,nan
2649,IvanAtDell,473987163,Who is going to win #WorldCup ? :) https://t.co/OHDUbMilwj,"Spring Hill, TN",FALSE,nan
2650,ShailaManyam,14534089,Never have I ever cheered harder for #croatia https://t.co/2bTIe0ijpG,"Washington, DC",FALSE,pos
2651,8dot3,13066552,Come. On. Croatia. ?? #WorldCup https://t.co/WPJMFNyDF2,"Manor, PA",FALSE,pos
2652,cloudnull,187737126,Come on @HNS_CFF! You got more in that tank! Let's do this! #WorldCup #RUSCRO https://t.co/8zCBxsdTce,"Dallas, TX",FALSE,nan
2653,JamesCranford,221612235,#ENG now get the favorable position of not having to play ET v the team that does. #WorldCup,"Winchester, NV",FALSE,nan
2654,PGornowski,290854159,Either Subasic is actually fit or he is one hell of a liar. And it looks like he is it in goal now. #WorldCup #CRO #RUSCRO,"Fort Washington, PA",FALSE,nan
2655,RoundTableRye,380011367,It's a little surreal to be in a bar in the middle of rural America and see a large number of people cheering on Russia in the #WorldCup,"Lincoln, NE",FALSE,nan
2656,DJSMOOK,15361984,Congratulations to @England on their victory and advancing to the Semi-Finals in the @FIFAWWC!!  Well done lads!!… https://t.co/KAnlrIxKga,"Wailuku, HI",FALSE,pos
2657,SanFransFinest,164463611,#WorldCup needs to go back to golden goal. Hate teams for playing to reach PK’s,"San Francisco, CA",FALSE,nan
2658,realgreatwang,557392140,I  get it now. #FlyEaglesFly fans roots go back to jolly ol #England #WorldCup https://t.co/wrrzDjjKDQ,"Henderson, NV",FALSE,nan
2659,An1m8d,116504600,"@shenanigans052 I wore a 2014 #WorldCup T-shirt to the grocery store that read ""USA"" in giant letters across the ch… https://t.co/rYIUclK4g2","Myrtle Beach, SC",FALSE,nan
2660,j_theharper,20377135,"I am now officially rooting for @HNS_CFF (#Croatia) because of my friend and cover model @FOX46Nick!
Also, I really… https://t.co/F5xjof8T0R","Weddington, NC",FALSE,pos
2661,ejaimebrass,8.57E+17,"When you gotta warm up for the gig but futbol is on 
#WorldCup https://t.co/YOkOYhBxPj","Houston, TX",FALSE,nan
2662,DThackham,43682571,"When you want to jump on the bandwagon, but only have about $5 on hand. #England ??????? #WorldCup https://t.co/Qvj5G7gfc7","Fort Mill, SC",FALSE,nan
2663,jrmontag,47436444,so many trailers for skyscraper during the #worldcup. can’t help but think the rock is just fulfilling a lifelong d… https://t.co/anIzfMN1p8,"Golden, CO",FALSE,nan
2664,jeninct,97984569,The #CroatiavsRussia match has not disappointed. Another one into extra time! ? #WorldCup,"Connecticut, USA",FALSE,nan
2665,RachaelMcKriger,1566948030,"No matter who wins this match, it’s tough to say if they can give England a big run for their money. But, it is foo… https://t.co/VghcD0AB3R","Butler, PA",FALSE,nan
2666,Zachhh_harmon,347449303,Nothing beats the World Cup #worldcup,"Provo, UT",FALSE,nan
2667,clogancm,365553044,Xtra time in Sochi. What a #worldcup,"Wheaton, MD",FALSE,nan
2668,CzechoItalian,3422267069,Extra time between Russia and Croatia is about as good as it gets #WorldCup #RUSCRO,"Patterson Township, PA",FALSE,nan
2669,pradiggitydog,230683506,"Extra time has begun. If the game remains tied by the time 30 minutes passed, it is going on to penalties. #RUSCRO #WorldCup","Nevada, USA",FALSE,nan
2670,Francis12319229,8.76E+17,"No mmn , quién estará más feo  de Luka y h h , pregunta sería ??
#RUS #CRO 
#WorldCup","Katy, TX",FALSE,nan
2671,Schatzilein8,126742095,"Oki Doki .... here we go ... extra time in the #WorldCup
#Rus vs #Cro 1 : 1  ?? #RUSCRO #Russia vs #Croatia 
I real… https://t.co/Waus1XOdCx","Texas, USA",FALSE,nan
2672,RachaelMcKriger,1566948030,"Fedor Smolov, this match needs a goal from you. 

#WorldCup #RUS #CRO #RUSCRO","Butler, PA",FALSE,nan
2673,janafisher47,224404892,Exciting game! #WorldCup18 #Croatia #Russia,"Phoenix, AZ",FALSE,nan
2674,ebetha,47048525,I'm not even invested in these teams and they're making #WorldCup stressful,"Seattle, WA",FALSE,nan
2675,shanwrites,85647228,Watching #RUSCRO #WorldCup like... https://t.co/VRgIGYKEwz,"Florida, USA",FALSE,nan
2676,LLwHeather,154920579,"This game got me on edge.....walking away for a minute - c'mon!!! ???????  #TeamRussia #RUS #WorldCup @ Bustleton,… https://t.co/YtnJzOPqtl","Philadelphia, PA",FALSE,nan
2677,rlewisphilly,7991842,#puppy intently watching fifa_word_cup2018 ...wants #Russia (for my #DNA) to #win...and play #england!  #pup is a… https://t.co/8OfDcjR7bp,"Philadelphia, PA",FALSE,nan
2678,Marcial_Diana,38692962,"Full time at the Fisht Olympic Stadium: Russia 1 - 1 Croatia.

WE GO TO EXTRA TIME! #Modric #halmadrid 

#WorldCup #RUS #CRO #RUSCRO","San Antonio, TX",FALSE,nan
2679,ale_canunot,930025537,"These are the best type of soccer games I love to watch! 

Both great teams, no one’s crying and rolling on the flo… https://t.co/C4GdQUdHy1","Houston, TX",FALSE,nan
2680,ShieldGirl125,1708905816,My dad said #Russia is going to win the #WorldCup because it's #RusevDay  @RusevBUL,"Phoenix, AZ",FALSE,nan
2681,csszrr,33314464,#Croatia is too busy in the box. Fancy footwork doesn't equal a goal. #CroatiavsRussia #WorldCup,"Auburn, AL",FALSE,nan
2682,Craiglenihan25,117248086,This match is crazy! Come on Croatia! #WorldCup #CRO #beatrussia,"Council Bluffs, IA",FALSE,nan
